AQI Category,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
0,59,0,23,0,59
0,84,0,30,0,84
1,29,1,14,1,29
1,49,1,49,1,34
1,21,0,15,0,21
1,36,1,24,4,36
2,151,1,38,0,151
0,69,1,32,5,69
1,40,1,40,3,39
4,146,1,35,0,146
1,45,1,45,0,20
0,61,2,22,8,61
0,61,2,22,8,61
0,61,2,22,8,61
0,61,2,22,8,61
0,83,2,19,13,83
4,112,3,112,1,99
1,22,0,22,0,7
0,72,2,12,0,72
1,20,0,14,0,20
1,30,1,25,2,30
0,54,1,25,5,54
0,54,0,25,0,54
1,41,1,41,0,25
1,42,0,15,0,42
1,31,0,31,2,28
1,33,1,32,2,33
1,33,1,23,4,33
1,30,1,30,2,10
1,47,1,47,1,41
0,64,1,29,7,64
0,62,2,9,6,62
1,45,1,45,0,33
1,34,1,26,0,34
1,33,1,33,2,23
0,78,2,13,27,78
4,106,2,47,1,106
0,99,3,3,28,99
0,74,0,32,0,74
1,39,0,29,1,39
1,41,1,10,5,41
0,67,1,45,5,67
1,35,1,35,1,30
0,75,2,8,27,75
4,120,0,30,0,120
2,157,2,157,3,135
3,232,21,16,28,232
4,100,1,18,4,100
4,129,2,24,1,129
0,71,2,28,5,71
1,25,0,15,0,25
1,28,1,16,2,28
0,59,1,31,1,59
0,59,1,27,2,59
0,59,1,27,2,59
1,48,1,22,1,48
1,32,1,32,0,28
0,74,1,19,0,74
0,84,2,19,18,84
0,68,1,38,3,68
1,50,1,39,0,50
1,50,1,39,0,50
1,38,1,24,0,38
0,53,1,32,4,53
1,23,1,23,1,18
1,23,1,23,1,18
4,138,1,63,0,138
1,35,1,6,2,35
0,77,2,8,9,77
0,77,2,8,9,77
0,77,2,8,9,77
0,84,2,43,3,84
0,95,2,62,1,95
0,70,2,20,18,70
0,78,2,30,0,78
0,51,2,29,3,51
0,74,2,74,1,68
4,104,3,5,17,104
0,61,2,12,17,61
1,19,0,19,0,17
1,50,1,13,5,50
0,78,1,37,3,78
0,76,2,7,8,76
0,55,1,42,1,55
1,26,0,26,2,14
0,73,1,42,2,73
4,114,3,14,13,114
4,106,2,12,7,106
4,106,2,12,7,106
0,69,1,22,4,69
1,50,1,33,7,50
0,72,2,17,16,72
0,72,2,17,16,72
0,72,2,17,16,72
0,55,1,42,0,55
1,41,1,21,3,41
0,58,1,34,3,58
1,35,1,3,0,35
2,151,4,43,4,151
0,67,2,7,9,67
0,67,2,7,9,67
0,67,2,7,9,67
2,191,9,35,4,191
0,54,0,21,0,54
3,222,5,222,7,163
0,84,2,25,1,84
2,158,3,156,1,158
0,84,4,23,1,84
2,163,3,128,1,163
1,41,1,41,1,30
0,71,2,22,11,71
0,67,1,32,2,67
1,33,1,33,3,21
0,66,1,44,1,66
1,23,0,13,1,23
0,96,1,24,3,96
0,56,1,27,5,56
0,79,2,31,6,79
0,56,1,36,0,56
4,110,2,33,1,110
1,37,1,22,15,37
1,43,1,43,1,22
0,60,1,26,0,60
0,66,1,30,3,66
0,67,1,36,4,67
1,47,1,27,9,47
2,172,8,1,17,172
0,67,1,7,20,67
0,61,1,34,4,61
0,62,1,42,2,62
0,62,1,42,2,62
0,62,1,42,2,62
0,80,2,18,8,80
0,69,2,48,0,69
0,53,1,37,4,53
0,61,2,5,12,61
0,61,2,5,12,61
2,172,5,33,6,172
0,62,1,33,1,62
4,132,3,79,2,132
1,36,1,22,0,36
0,87,1,37,3,87
1,45,1,25,2,45
1,18,1,4,3,18
1,43,1,28,7,43
1,43,1,28,7,43
1,43,1,28,7,43
0,64,2,31,10,64
0,68,1,39,3,68
0,59,0,26,0,59
1,50,1,22,7,50
0,63,1,30,2,63
1,31,1,31,0,20
1,39,1,37,0,39
2,160,8,0,5,160
0,65,2,0,5,65
0,53,1,28,2,53
0,56,1,36,2,56
1,46,1,30,7,46
1,32,1,32,3,22
1,32,1,32,3,22
1,32,1,32,3,22
1,32,1,32,3,22
1,32,1,32,3,22
1,32,1,32,3,22
0,67,1,37,4,67
0,67,1,37,4,67
0,67,1,37,4,67
0,67,1,37,4,67
1,47,1,30,7,47
0,68,1,36,2,68
0,58,2,35,6,58
0,58,2,35,6,58
0,58,2,35,6,58
0,58,2,35,6,58
0,58,2,35,6,58
0,88,2,21,17,88
0,55,1,17,10,55
0,78,2,48,1,78
0,55,1,43,1,55
0,53,1,31,6,53
1,24,1,24,5,24
4,101,2,15,4,101
0,67,1,21,2,67
1,38,1,24,6,38
0,65,1,44,0,65
0,56,1,39,2,56
1,28,0,15,0,28
1,39,1,35,0,39
0,60,1,29,2,60
0,65,1,26,7,65
1,40,1,2,0,40
0,61,2,23,13,61
0,61,2,23,13,61
1,38,1,29,5,38
1,43,1,38,2,43
2,168,4,167,1,168
0,58,1,10,15,58
1,39,1,39,0,14
4,107,2,17,3,107
1,22,0,22,0,17
0,86,3,60,1,86
1,45,1,26,0,45
0,77,2,7,5,77
0,77,2,7,5,77
0,62,1,25,2,62
0,88,1,44,0,88
0,61,1,38,3,61
0,61,1,38,3,61
4,123,4,123,1,123
0,62,2,27,7,62
1,39,1,16,0,39
0,73,2,3,20,73
1,43,0,25,0,43
0,55,1,30,5,55
1,33,1,33,1,27
1,37,1,37,0,12
4,113,1,20,1,113
0,57,1,26,8,57
1,26,1,17,2,26
0,71,1,46,1,71
1,40,1,32,4,40
3,206,12,3,51,206
2,168,6,67,18,168
0,56,1,24,5,56
0,82,2,15,13,82
0,82,2,15,13,82
1,31,1,31,2,23
1,39,1,39,1,27
1,39,1,39,1,27
1,39,1,39,1,27
1,39,1,39,1,27
1,39,1,39,1,27
0,72,1,46,0,72
0,66,3,8,0,66
1,28,1,17,5,28
0,61,2,21,5,61
0,64,1,39,2,64
1,38,1,33,4,38
0,65,1,32,2,65
1,40,1,26,6,40
1,29,1,29,3,19
0,60,2,7,3,60
0,64,2,13,19,64
0,55,1,36,3,55
1,35,1,31,7,35
1,38,1,38,3,14
1,38,1,38,3,14
1,36,1,33,2,36
1,37,1,34,1,37
4,103,5,6,41,103
1,36,1,32,3,36
1,39,1,3,3,39
0,83,2,14,3,83
0,53,1,13,1,53
0,73,2,14,19,73
0,65,2,6,10,65
1,41,1,36,1,41
0,67,2,17,16,67
0,67,2,17,16,67
1,41,1,34,0,41
0,51,1,42,3,51
0,57,2,34,11,57
1,41,1,41,2,38
0,81,3,7,22,81
0,81,3,7,22,81
1,43,1,43,2,38
1,43,1,43,1,38
1,31,1,31,2,16
1,39,1,22,7,39
1,39,1,22,7,39
1,49,1,32,6,49
1,24,0,24,1,19
1,34,1,34,0,23
1,39,1,39,3,26
2,150,10,28,6,150
1,44,1,39,0,44
1,33,1,33,0,29
3,203,4,203,4,158
0,57,2,21,0,57
1,44,1,44,0,27
1,42,0,13,0,42
1,44,1,37,4,44
0,77,1,43,4,77
1,41,1,22,3,41
4,149,4,149,2,120
1,27,1,17,0,27
0,69,1,45,2,69
1,40,1,23,3,40
1,33,0,33,1,10
1,46,1,30,3,46
0,71,1,22,0,71
4,118,4,3,41,118
4,118,4,3,41,118
4,107,2,24,4,107
1,36,1,36,0,22
1,47,1,47,0,38
0,60,1,28,2,60
0,71,2,8,6,71
1,34,1,19,4,34
1,40,1,40,1,16
0,58,1,22,4,58
1,48,1,48,1,33
1,39,1,28,4,39
0,72,2,20,6,72
0,74,2,37,7,74
1,50,1,47,2,50
1,42,1,30,4,42
2,161,3,129,1,161
0,83,2,11,4,83
1,21,0,21,0,17
1,46,1,41,2,46
0,52,1,45,2,52
0,73,2,30,8,73
0,54,1,54,2,51
1,46,0,46,0,15
1,49,1,33,0,49
0,58,1,39,8,58
2,154,3,15,5,154
2,154,3,15,5,154
2,154,3,15,5,154
2,174,1,37,0,174
0,68,1,42,5,68
1,44,1,29,3,44
0,56,1,27,4,56
0,82,1,39,3,82
2,150,1,34,2,150
1,14,0,14,0,9
1,42,1,27,5,42
1,50,1,46,2,50
2,150,1,30,2,150
1,50,1,19,0,50
0,68,2,14,0,68
1,41,1,41,0,22
0,58,1,20,0,58
1,36,1,34,2,36
1,37,1,30,3,37
2,174,3,156,3,174
0,60,2,14,20,60
0,65,1,34,1,65
1,42,1,40,6,42
0,53,1,12,10,53
0,68,3,15,1,68
0,68,3,15,1,68
0,68,3,15,1,68
0,68,3,15,1,68
0,55,2,28,3,55
0,69,1,36,3,69
0,55,2,25,10,55
0,55,2,25,10,55
1,46,1,30,3,46
0,67,1,28,4,67
0,60,2,47,8,60
0,74,1,40,2,74
1,28,1,28,2,15
1,38,1,38,4,33
1,38,1,38,4,33
1,38,1,38,4,33
1,41,1,41,0,28
0,64,2,29,8,64
1,40,1,17,0,40
0,61,2,33,6,61
0,61,2,33,6,61
0,52,1,30,1,52
0,52,1,30,1,52
2,151,7,14,6,151
0,55,1,46,2,55
0,65,1,37,1,65
0,67,1,28,7,67
1,48,1,31,5,48
4,103,2,7,14,103
1,30,0,30,2,3
1,30,0,30,2,3
1,48,0,24,0,48
2,181,4,181,2,176
1,41,1,16,0,41
0,77,2,17,21,77
0,57,1,32,4,57
1,30,1,24,8,30
0,59,1,25,6,59
0,57,1,38,0,57
0,82,2,23,0,82
0,67,1,37,4,67
1,26,0,26,1,22
0,52,1,43,2,52
1,45,2,45,6,45
0,63,1,35,3,63
1,25,0,20,0,25
0,52,2,45,5,52
1,41,1,41,2,38
1,41,1,41,2,38
0,63,1,24,2,63
0,52,1,32,5,52
0,61,1,45,0,61
4,124,1,12,6,124
0,90,2,43,5,90
0,61,3,21,1,61
1,30,1,25,5,30
0,56,1,34,3,56
1,44,1,10,5,44
1,44,1,10,5,44
1,44,1,10,5,44
1,44,1,10,5,44
1,34,1,34,1,17
0,66,2,14,25,66
1,50,1,13,12,50
0,68,1,31,4,68
1,43,1,19,0,43
1,26,2,7,0,26
1,46,1,27,5,46
0,52,1,39,3,52
0,52,1,39,3,52
0,52,1,39,3,52
0,52,1,39,3,52
0,52,1,39,3,52
0,52,1,39,3,52
1,46,1,36,2,46
0,62,1,28,6,62
3,202,3,202,10,153
0,63,1,31,5,63
0,55,2,19,7,55
0,55,2,19,7,55
0,90,1,66,0,90
0,58,1,40,1,58
1,45,1,28,0,45
0,65,1,37,2,65
1,36,1,32,1,36
0,60,1,23,12,60
0,62,1,33,1,62
0,53,1,32,2,53
1,36,1,28,3,36
0,71,1,41,0,71
0,79,1,41,1,79
1,38,1,38,0,4
1,40,1,40,0,34
0,67,1,67,2,61
0,65,2,29,1,65
0,79,2,22,5,79
0,54,1,35,4,54
4,103,2,31,1,103
0,71,1,37,2,71
0,55,1,16,3,55
0,67,1,36,4,67
1,39,1,39,0,38
1,25,0,25,0,9
1,19,1,8,1,19
1,41,0,18,0,41
1,47,2,37,0,47
0,51,1,36,3,51
1,50,1,33,0,50
1,40,1,40,0,28
0,90,2,17,18,90
0,69,2,25,12,69
0,69,2,25,12,69
1,35,1,35,3,17
1,35,1,35,3,17
0,53,1,35,5,53
0,91,3,7,31,91
1,48,1,18,1,48
1,48,1,18,1,48
1,48,1,18,1,48
1,48,1,18,1,48
1,32,1,32,0,21
0,64,1,37,1,64
1,27,0,23,0,27
0,67,1,46,1,67
1,44,1,44,0,33
0,52,1,47,0,52
1,21,0,21,0,16
2,160,5,17,17,160
1,42,1,19,2,42
0,80,4,14,9,80
0,59,1,39,2,59
0,59,1,39,2,59
1,43,1,27,3,43
2,166,2,55,0,166
1,45,0,45,0,43
4,122,3,3,6,122
1,45,1,41,1,45
1,45,1,41,1,45
3,225,11,9,63,225
0,55,1,32,1,55
0,81,1,23,0,81
2,171,5,62,6,171
1,35,0,27,0,35
0,54,1,38,1,54
1,22,1,20,5,22
0,76,2,19,1,76
1,43,1,43,0,16
1,43,1,43,0,16
1,50,1,26,7,50
0,82,1,49,0,82
2,157,2,24,1,157
0,54,1,48,0,54
1,49,1,49,0,27
1,49,1,49,0,27
1,49,1,49,0,27
1,49,1,49,0,27
1,49,1,49,0,27
1,49,1,49,0,27
1,49,1,49,0,27
0,57,1,26,1,57
0,57,1,26,1,57
0,97,0,27,0,97
0,97,0,27,0,97
0,97,0,27,0,97
2,151,2,25,6,151
2,169,3,86,5,169
0,79,1,46,0,79
0,77,2,20,4,77
1,48,1,3,0,48
4,111,2,36,5,111
0,54,1,33,1,54
0,54,1,33,1,54
0,54,1,33,1,54
1,42,1,42,1,42
0,63,1,59,0,63
0,57,1,54,0,57
1,29,1,11,0,29
1,39,0,39,0,16
0,51,1,51,2,38
0,57,1,48,3,57
0,69,1,55,0,69
0,54,1,40,1,54
1,45,1,21,1,45
1,44,1,44,0,43
0,55,1,16,0,55
2,154,2,73,2,154
1,42,1,42,0,18
0,57,1,55,0,57
4,119,2,30,1,119
1,40,1,20,0,40
0,92,2,26,9,92
1,33,1,21,0,33
1,28,0,23,0,28
1,28,0,23,0,28
1,37,1,37,0,32
1,37,1,37,0,32
1,41,1,41,0,15
1,42,1,42,0,26
1,37,1,29,2,37
0,59,1,26,0,59
0,75,1,69,0,75
1,21,0,21,8,18
0,51,1,32,1,51
2,153,2,31,8,153
1,39,1,39,0,18
1,30,1,30,0,8
3,283,19,0,58,283
2,188,10,5,27,188
1,39,1,33,0,39
1,35,1,35,2,32
1,42,1,39,0,42
0,56,1,39,1,56
0,56,1,39,1,56
0,56,1,39,1,56
1,43,1,43,0,23
0,52,1,32,4,52
1,39,1,39,0,21
0,66,1,66,1,20
1,46,1,31,4,46
2,152,4,29,9,152
1,36,1,32,1,36
0,57,1,21,1,57
0,78,1,47,0,78
1,38,1,38,0,30
0,71,2,37,4,71
1,39,1,27,1,39
1,39,1,27,1,39
0,66,1,22,2,66
0,52,1,37,1,52
0,95,3,24,15,95
0,73,2,29,8,73
1,38,1,38,0,35
1,37,1,37,2,26
1,43,1,38,0,43
1,43,1,43,0,12
1,40,1,40,0,29
0,52,1,37,1,52
0,57,1,49,0,57
1,44,1,43,0,44
4,102,3,25,17,102
1,45,1,45,0,41
0,63,1,14,5,63
1,46,1,29,6,46
1,46,1,29,6,46
1,46,1,29,6,46
0,69,1,45,0,69
0,55,1,21,0,55
1,33,1,31,2,33
4,130,3,6,24,130
1,33,0,22,3,33
0,57,1,24,0,57
0,57,1,24,0,57
0,57,1,24,0,57
1,33,1,33,1,28
4,118,2,15,1,118
1,40,1,21,0,40
2,161,5,20,10,161
0,59,1,36,2,59
0,55,1,20,0,55
0,59,1,59,0,46
0,72,1,72,1,65
0,89,1,63,0,89
0,58,1,46,1,58
1,41,1,41,0,15
0,70,1,41,1,70
0,62,1,62,0,50
4,145,1,37,2,145
1,50,1,50,2,50
0,51,1,38,2,51
1,35,1,19,2,35
0,55,1,47,1,55
1,34,0,25,0,34
4,135,3,29,0,135
1,50,1,27,0,50
1,25,0,25,0,25
1,47,1,33,3,47
4,118,5,79,10,118
0,54,1,28,7,54
0,54,1,28,7,54
0,85,1,85,0,37
0,53,1,47,3,53
0,52,1,22,5,52
1,44,1,42,2,44
1,21,1,15,0,21
2,157,5,89,15,157
1,40,1,17,1,40
1,44,1,23,0,44
2,192,9,5,23,192
2,159,2,63,2,159
1,41,1,41,0,39
4,105,3,15,20,105
1,49,1,38,2,49
0,77,1,47,0,77
1,49,1,49,0,11
0,73,1,23,0,73
0,82,2,41,7,82
0,82,2,41,7,82
0,82,2,41,7,82
1,39,1,39,0,35
1,32,1,18,0,32
1,49,1,32,4,49
1,49,1,32,4,49
1,49,1,32,4,49
4,133,3,4,12,133
0,75,1,14,0,75
0,67,1,62,0,67
1,39,1,39,0,29
1,40,1,31,4,40
0,81,2,24,12,81
0,81,2,24,12,81
0,66,1,66,0,47
1,49,1,26,0,49
0,77,1,49,3,77
0,58,1,24,1,58
0,58,1,42,1,58
0,59,1,59,0,52
1,39,1,39,1,32
0,80,1,80,1,25
1,22,0,22,0,14
1,22,0,22,0,14
1,22,0,22,0,14
0,51,1,51,0,39
0,53,1,38,2,53
2,154,2,32,2,154
0,95,3,35,3,95
0,59,1,27,2,59
1,50,2,26,7,50
1,50,2,26,7,50
1,33,2,18,1,33
0,56,1,56,1,26
0,64,1,51,0,64
1,21,1,20,0,21
0,73,1,46,0,73
2,150,3,24,10,150
0,55,1,44,1,55
1,40,1,34,1,40
0,64,1,44,1,64
4,110,0,28,0,110
1,42,1,6,0,42
1,50,1,21,0,50
1,44,1,44,0,42
0,56,1,42,1,56
0,56,1,42,1,56
1,23,0,20,0,23
0,51,1,35,3,51
1,31,0,24,0,31
0,83,1,83,0,35
1,42,1,42,0,37
0,66,1,55,0,66
5,386,28,0,64,386
1,37,1,18,7,37
1,40,1,40,0,11
0,51,1,51,1,39
4,113,3,15,20,113
0,81,1,66,0,81
1,41,1,41,0,19
4,105,1,43,0,105
1,26,0,26,0,26
1,34,0,29,0,34
0,51,1,25,3,51
0,52,1,45,0,52
0,58,1,35,2,58
0,54,2,20,4,54
4,121,2,27,4,121
0,66,1,65,0,66
0,60,1,60,0,58
1,33,0,33,0,27
0,53,1,20,0,53
0,51,0,22,1,51
0,53,1,27,6,53
4,124,4,20,8,124
4,111,1,23,1,111
1,44,1,28,5,44
1,44,1,28,5,44
0,54,1,29,0,54
1,45,1,45,5,40
0,54,1,44,0,54
0,83,1,48,0,83
0,70,2,16,0,70
1,38,1,38,1,37
2,152,4,12,28,152
1,33,0,33,0,25
0,52,1,32,1,52
0,64,1,24,0,64
1,50,1,50,1,38
1,36,1,36,0,33
1,36,1,36,0,33
1,36,1,36,0,33
1,32,1,32,0,24
0,54,1,21,0,54
1,34,0,27,1,34
0,72,1,72,1,23
1,42,1,42,0,22
0,65,1,65,0,50
0,57,1,56,0,57
1,47,1,31,1,47
0,58,1,55,0,58
1,50,1,50,1,38
1,50,1,50,1,38
4,133,3,30,12,133
4,139,5,72,11,139
0,69,2,31,5,69
1,49,1,37,2,49
0,54,1,25,0,54
1,39,1,39,0,17
0,69,1,54,0,69
1,15,0,15,0,14
0,67,1,62,0,67
0,66,1,61,0,66
0,65,1,56,0,65
1,23,0,23,0,14
0,66,1,66,0,55
1,24,0,24,0,15
1,35,1,19,0,35
0,87,1,38,0,87
0,87,1,67,0,87
1,48,1,41,0,48
1,45,1,38,1,45
1,32,1,32,0,22
1,41,1,38,2,41
0,52,1,26,10,52
1,35,1,31,4,35
2,189,5,4,21,189
0,53,1,30,3,53
1,37,1,37,0,9
2,172,5,172,1,154
1,48,1,17,0,48
1,34,1,34,5,34
2,164,5,50,15,164
0,68,2,6,18,68
0,51,1,26,5,51
0,55,1,18,3,55
0,55,1,18,3,55
0,55,1,18,3,55
0,55,1,18,3,55
0,55,1,18,3,55
0,55,1,18,3,55
0,55,1,18,3,55
1,37,1,37,1,16
2,187,2,129,0,187
2,187,2,129,0,187
2,187,2,129,0,187
2,187,2,129,0,187
2,187,2,129,0,187
2,187,2,129,0,187
1,32,1,32,2,24
0,58,1,25,5,58
1,19,1,3,0,19
1,48,1,40,2,48
0,96,2,20,4,96
0,71,2,33,6,71
1,35,1,35,1,35
1,37,2,37,5,28
0,68,2,41,0,68
0,66,1,64,0,66
1,27,0,24,0,27
0,77,1,17,4,77
2,150,4,15,23,150
4,109,4,3,6,109
0,93,1,67,0,93
2,162,5,29,13,162
1,30,1,30,2,28
0,63,1,55,0,63
0,51,1,38,2,51
1,46,1,24,4,46
1,41,1,41,0,16
0,88,2,21,2,88
1,28,1,27,0,28
1,42,1,42,1,17
0,54,1,30,0,54
1,43,1,38,0,43
0,82,1,69,0,82
1,40,1,40,0,8
4,140,3,14,12,140
1,35,1,35,1,30
1,42,1,32,4,42
0,70,2,26,6,70
2,166,6,72,19,166
2,178,5,37,20,178
1,30,0,26,0,30
1,41,1,41,0,34
1,35,1,35,0,6
0,67,1,31,12,67
0,57,1,23,2,57
0,57,1,23,2,57
0,57,1,23,2,57
0,57,1,23,2,57
0,57,1,23,2,57
0,57,1,23,2,57
0,57,1,23,2,57
1,37,1,35,3,37
1,29,0,23,0,29
1,43,1,43,0,24
0,57,1,7,2,57
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,144,2,26,8,144
4,106,3,22,22,106
4,106,3,22,22,106
0,75,1,72,0,75
0,69,1,69,0,55
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,53,1,30,0,53
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
0,62,1,13,6,62
4,100,1,19,4,100
1,45,1,30,10,45
0,61,1,36,6,61
0,63,3,14,2,63
1,16,1,7,1,16
4,104,2,93,1,104
0,53,1,46,1,53
0,63,2,33,11,63
2,180,5,5,19,180
0,59,2,29,8,59
0,75,2,30,8,75
1,50,1,19,2,50
0,58,2,45,4,58
4,132,1,23,2,132
4,132,1,23,2,132
1,37,1,31,3,37
0,61,2,23,2,61
1,31,1,31,3,20
0,59,2,36,5,59
1,36,1,31,5,36
0,57,1,34,2,57
0,54,1,40,0,54
0,84,3,6,35,84
0,84,3,6,35,84
0,84,3,6,35,84
0,84,3,6,35,84
0,71,2,26,17,71
2,152,1,32,0,152
1,37,1,37,2,14
1,37,1,37,2,14
0,76,3,10,18,76
0,76,3,10,18,76
1,40,1,35,0,40
0,62,2,29,14,62
0,61,2,45,4,61
1,34,0,34,1,18
0,61,1,37,1,61
1,40,1,40,0,19
1,40,2,40,2,35
0,64,2,4,6,64
1,34,1,28,8,34
0,92,2,15,6,92
1,43,1,37,1,43
0,56,2,10,4,56
4,100,3,6,13,100
1,46,1,40,0,46
0,73,2,36,8,73
0,73,2,36,8,73
0,87,2,30,0,87
1,36,1,36,2,16
0,58,1,45,2,58
2,150,11,26,6,150
0,82,1,37,2,82
1,35,0,24,0,35
2,152,3,152,4,113
0,55,2,2,4,55
1,33,1,33,0,11
0,86,3,36,1,86
0,61,1,44,4,61
1,36,1,35,1,36
1,32,0,32,2,15
1,43,1,39,6,43
0,83,2,40,1,83
1,33,0,33,0,14
1,33,0,33,0,14
1,33,1,16,10,33
1,33,1,16,10,33
1,33,1,16,10,33
0,67,1,42,0,67
0,64,1,34,2,64
0,52,2,10,14,52
0,89,1,18,4,89
1,44,1,44,0,36
1,38,1,38,1,24
0,67,1,23,5,67
1,25,1,25,2,15
1,25,1,25,2,15
0,57,1,19,0,57
1,42,1,36,1,42
0,60,1,32,0,60
0,75,2,29,7,75
1,49,1,14,1,49
0,63,2,30,7,63
2,162,3,162,1,154
1,49,2,24,7,49
0,58,1,45,1,58
0,61,1,17,2,61
1,34,1,15,0,34
0,53,0,19,0,53
1,20,0,12,1,20
1,19,1,19,0,11
1,17,0,15,0,17
1,17,0,15,0,17
1,17,0,15,0,17
1,17,0,15,0,17
1,17,0,15,0,17
1,43,1,31,3,43
1,48,2,48,0,40
0,68,2,18,3,68
1,50,1,44,1,50
0,54,1,30,2,54
0,68,1,33,0,68
0,78,1,35,2,78
1,36,1,36,1,11
1,44,1,27,5,44
0,88,1,41,1,88
0,75,2,20,7,75
1,12,0,9,0,12
1,12,0,9,0,12
0,79,2,42,5,79
0,59,1,12,10,59
1,27,1,26,1,27
0,64,2,32,9,64
0,62,2,5,4,62
1,46,1,17,2,46
1,46,1,17,2,46
1,42,1,1,2,42
4,109,0,23,0,109
1,41,1,32,6,41
0,54,1,45,1,54
0,74,3,74,2,63
0,62,2,32,7,62
0,51,0,24,0,51
1,37,1,37,1,35
0,63,1,23,5,63
0,75,1,42,0,75
1,30,1,30,1,23
0,71,2,0,8,71
0,71,2,0,8,71
0,59,1,27,5,59
0,77,1,36,1,77
0,73,1,46,0,73
1,34,0,34,0,14
1,37,1,31,0,37
0,65,2,19,17,65
1,50,1,7,2,50
1,30,0,16,0,30
0,68,1,65,0,68
0,80,1,80,1,45
0,52,1,39,4,52
0,72,1,44,2,72
0,72,1,44,2,72
0,66,1,66,0,60
1,44,1,40,1,44
1,47,1,41,0,47
4,101,1,49,0,101
1,44,1,39,0,44
1,36,1,21,0,36
1,36,1,21,0,36
1,36,1,21,0,36
1,36,1,21,0,36
1,37,1,37,1,27
1,34,1,29,1,34
1,49,1,28,1,49
0,88,1,65,0,88
1,33,0,16,0,33
0,61,1,47,0,61
1,25,1,23,0,25
0,78,1,78,0,40
1,32,1,6,0,32
0,85,2,17,1,85
1,47,1,26,0,47
2,182,6,43,13,182
0,63,1,52,1,63
0,63,1,52,1,63
1,41,1,41,0,40
1,24,1,7,0,24
0,66,1,56,0,66
0,65,1,43,0,65
0,56,1,41,1,56
1,40,1,40,0,19
1,47,0,25,0,47
1,29,1,29,0,12
1,48,1,34,1,48
1,48,1,35,1,48
0,98,2,7,8,98
1,45,1,45,0,22
0,52,1,45,2,52
1,38,1,13,0,38
3,222,12,1,28,222
1,44,1,37,0,44
0,51,1,45,0,51
4,136,1,34,1,136
1,42,1,42,0,13
1,42,1,42,0,39
1,46,1,41,1,46
0,82,2,21,4,82
0,69,1,47,0,69
0,94,2,24,1,94
1,44,1,44,0,37
1,29,2,29,3,17
1,29,1,29,0,29
4,146,3,35,5,146
1,32,1,29,0,32
1,45,1,38,1,45
1,17,1,17,1,17
1,23,0,23,0,10
1,35,1,28,6,35
1,33,1,23,1,33
0,73,1,73,0,40
2,192,4,107,4,192
0,95,3,13,25,95
0,95,3,13,25,95
0,95,3,13,25,95
0,95,3,13,25,95
0,52,1,24,5,52
0,69,2,69,1,50
0,69,2,69,1,50
0,69,2,69,1,50
4,125,4,2,9,125
1,39,1,39,1,37
0,62,2,22,13,62
0,63,1,40,3,63
1,33,0,33,1,31
0,60,2,27,14,60
1,45,1,44,4,45
1,38,0,33,1,38
0,52,1,20,9,52
0,63,1,36,4,63
1,30,0,30,1,30
0,52,1,11,12,52
1,29,0,29,1,28
1,40,1,40,0,23
1,25,1,10,1,25
1,48,1,17,11,48
0,67,2,9,5,67
0,60,2,34,7,60
1,27,1,25,3,27
0,59,1,20,6,59
1,40,1,11,11,40
1,40,1,11,11,40
1,40,1,11,11,40
1,36,1,36,1,25
1,35,1,26,3,35
1,23,1,23,7,20
0,58,0,28,0,58
1,32,0,32,1,31
0,70,1,38,4,70
1,29,1,8,2,29
1,33,0,33,0,7
1,36,0,27,2,36
2,166,6,15,3,166
1,39,2,18,1,39
1,41,1,30,1,41
0,52,1,10,0,52
1,31,1,23,2,31
1,30,1,30,1,28
0,58,1,37,3,58
0,93,2,0,7,93
1,26,0,15,1,26
1,15,0,15,0,12
1,47,1,47,0,23
0,61,1,18,6,61
0,61,1,18,6,61
2,150,4,9,25,150
2,163,5,163,5,157
1,36,0,33,0,36
1,23,1,16,3,23
1,23,1,16,3,23
1,46,1,46,0,23
0,63,1,23,16,63
0,63,1,23,16,63
0,63,1,23,16,63
0,63,1,23,16,63
0,63,1,23,16,63
1,19,0,11,1,19
2,162,1,25,0,162
0,69,2,27,0,69
1,32,1,32,0,25
1,34,1,34,0,30
0,59,1,59,0,23
0,59,1,59,0,23
1,31,0,29,2,31
1,46,1,46,0,24
0,93,1,44,7,93
0,54,1,34,0,54
0,57,1,50,0,57
1,35,1,22,3,35
2,168,1,67,1,168
1,28,0,20,0,28
0,51,1,22,0,51
2,151,1,26,2,151
1,41,1,41,0,30
0,54,1,38,3,54
0,55,2,23,1,55
