AQI Category,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
1,44,0,24,1,44
1,36,1,36,0,16
1,48,1,48,0,48
0,69,2,35,4,69
0,69,2,35,4,69
0,94,1,18,1,94
0,94,1,18,1,94
1,34,1,31,3,34
1,31,0,31,2,12
1,31,0,31,2,12
1,31,0,31,2,12
1,43,1,41,1,43
2,198,1,34,0,198
0,85,1,41,2,85
4,126,3,2,11,126
1,32,1,32,0,20
0,68,2,21,0,68
1,15,1,15,0,15
1,43,1,28,0,43
0,54,1,31,2,54
0,52,1,41,0,52
1,50,1,29,9,50
1,50,1,29,9,50
1,50,1,29,9,50
2,159,6,1,16,159
4,116,3,11,31,116
0,53,2,16,1,53
1,38,1,38,0,18
0,62,1,42,0,62
0,56,1,56,1,30
0,97,3,6,34,97
0,52,1,35,6,52
0,52,1,35,6,52
0,52,1,35,6,52
0,52,1,35,6,52
0,52,1,35,6,52
1,38,1,14,1,38
0,51,1,43,2,51
0,65,2,22,1,65
4,149,3,149,3,132
4,149,3,149,3,132
1,41,0,21,0,41
0,54,0,18,1,54
0,94,2,35,1,94
0,58,2,27,6,58
1,35,0,35,1,28
1,48,1,42,2,48
1,48,1,15,11,48
0,55,2,35,5,55
0,66,2,43,6,66
1,32,1,32,0,12
1,41,1,31,2,41
0,56,0,27,0,56
0,56,0,27,0,56
4,117,4,8,35,117
1,18,0,18,0,14
1,30,0,30,1,25
1,30,0,30,1,25
1,30,0,30,1,25
0,71,1,44,5,71
1,39,1,29,1,39
1,32,1,32,3,32
3,296,3,161,1,296
1,30,1,30,0,12
1,38,1,38,1,25
0,79,2,9,20,79
1,29,0,29,1,28
1,13,0,11,0,13
2,158,4,157,1,158
0,51,1,19,3,51
1,50,1,19,5,50
0,52,1,44,4,52
1,41,1,27,2,41
1,35,1,32,4,35
1,35,1,32,4,35
4,106,3,20,4,106
4,106,3,20,4,106
4,106,3,20,4,106
1,46,1,33,0,46
0,69,1,33,1,69
1,39,1,30,1,39
1,33,1,33,2,30
1,32,1,32,1,29
1,43,1,26,4,43
0,70,2,8,13,70
0,70,2,8,13,70
0,70,2,8,13,70
0,63,2,28,14,63
0,56,1,43,5,56
0,54,1,43,5,54
1,41,1,23,4,41
4,100,3,13,11,100
1,21,0,16,0,21
1,32,1,32,0,23
4,124,3,124,1,91
0,68,1,33,4,68
1,40,0,40,0,31
1,44,1,44,0,41
0,78,0,43,0,78
1,31,1,31,1,11
0,58,1,24,4,58
1,38,1,38,0,9
1,45,1,45,1,42
0,69,2,8,4,69
2,174,3,139,0,174
1,33,1,33,1,14
4,125,1,18,2,125
0,53,1,29,1,53
1,32,1,23,6,32
0,62,2,42,1,62
0,62,2,42,1,62
1,38,1,38,1,38
0,83,1,46,1,83
0,52,1,28,4,52
0,52,1,34,4,52
1,36,1,36,2,19
1,39,1,25,2,39
1,35,1,35,0,24
1,35,1,35,0,24
2,154,0,29,0,154
0,63,1,23,1,63
1,35,0,34,1,35
2,150,1,75,0,150
1,50,1,27,4,50
0,68,2,13,18,68
4,111,3,1,9,111
0,53,1,27,3,53
0,57,2,28,6,57
1,34,1,34,1,15
2,190,1,51,0,190
0,61,1,24,1,61
1,28,0,28,2,21
1,28,0,28,2,21
0,71,2,7,6,71
0,54,2,9,5,54
0,54,2,9,5,54
0,65,2,6,5,65
0,55,1,31,1,55
0,55,1,24,0,55
0,77,1,39,0,77
1,48,1,25,3,48
2,195,4,195,3,161
4,142,4,142,2,100
1,44,1,36,0,44
1,33,1,12,1,33
0,51,1,36,3,51
4,141,8,16,7,141
0,53,1,6,1,53
1,44,1,44,3,37
1,36,0,36,0,34
0,53,1,37,1,53
1,36,2,36,3,28
1,34,0,34,1,32
2,184,1,39,0,184
1,39,1,39,2,13
0,56,1,13,18,56
1,24,1,24,2,16
1,46,1,41,1,46
1,41,1,17,0,41
0,78,2,12,12,78
1,25,0,23,1,25
1,28,1,28,1,16
1,36,1,36,0,13
0,74,1,46,0,74
1,49,1,26,3,49
0,71,1,5,3,71
1,19,1,12,1,19
1,49,0,26,0,49
0,53,1,31,7,53
0,51,1,30,0,51
1,38,1,38,1,12
1,30,1,30,3,29
4,101,2,27,9,101
1,43,1,42,1,43
0,52,1,16,0,52
0,52,1,16,0,52
0,61,1,24,8,61
1,45,1,45,4,34
1,34,1,33,0,34
1,34,1,33,0,34
2,175,10,17,13,175
4,100,2,72,1,100
0,58,2,14,1,58
0,57,1,44,4,57
0,82,3,5,10,82
1,41,1,40,0,41
0,52,1,29,0,52
1,47,1,30,3,47
0,57,2,0,5,57
0,55,1,13,4,55
5,500,1,48,1,500
1,34,0,30,1,34
2,155,0,33,0,155
0,86,2,35,2,86
0,51,1,43,0,51
2,164,4,164,8,141
1,33,1,33,2,26
1,30,1,8,2,30
0,61,2,33,3,61
1,40,1,40,1,25
1,40,1,40,1,25
1,40,1,24,4,40
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
1,45,1,31,8,45
0,62,1,37,1,62
1,47,1,25,8,47
1,38,1,38,2,34
1,34,1,34,1,21
0,52,1,52,4,50
4,102,1,31,2,102
2,156,1,28,0,156
1,42,0,28,0,42
0,62,1,37,0,62
0,62,1,37,0,62
2,177,2,100,0,177
1,37,1,37,2,17
1,31,1,31,3,26
1,27,0,27,1,23
1,39,1,16,3,39
1,28,1,28,2,24
1,28,1,28,2,24
0,52,1,24,3,52
0,99,1,21,5,99
0,61,2,22,20,61
1,46,1,26,3,46
1,38,0,34,1,38
1,39,1,29,3,39
1,25,1,25,1,18
0,53,1,24,0,53
0,80,1,29,1,80
0,60,1,19,15,60
1,22,0,13,0,22
0,71,1,42,0,71
0,65,1,31,3,65
1,29,1,29,2,20
1,37,1,21,7,37
1,37,1,37,0,28
2,153,4,4,20,153
0,54,1,33,3,54
1,35,1,35,0,10
1,27,0,25,0,27
0,63,1,20,3,63
0,63,1,20,3,63
4,124,2,28,10,124
1,39,1,10,2,39
3,209,67,209,2,157
0,95,1,26,0,95
1,29,1,29,0,9
0,53,1,33,9,53
1,39,1,39,2,22
0,73,2,4,6,73
0,51,1,26,3,51
0,53,1,25,0,53
1,22,0,22,0,9
1,39,1,39,2,19
1,49,1,33,0,49
2,185,2,70,0,185
1,45,1,38,0,45
2,165,5,6,10,165
0,57,1,23,0,57
0,57,1,23,0,57
0,57,1,23,0,57
0,57,1,23,0,57
0,57,1,23,0,57
1,34,1,34,2,29
1,44,1,44,0,32
0,57,1,38,1,57
0,85,2,10,19,85
0,65,2,14,23,65
0,52,1,46,4,52
1,50,0,23,0,50
1,37,1,37,3,19
1,37,1,37,3,19
1,39,1,39,1,14
0,86,1,86,1,67
0,55,1,24,4,55
1,36,1,17,2,36
0,54,1,22,3,54
4,103,2,69,0,103
0,77,2,17,21,77
0,65,1,30,5,65
0,60,2,51,0,60
0,57,1,25,3,57
1,44,1,33,0,44
1,34,0,34,1,33
4,108,4,10,12,108
4,108,4,10,12,108
0,83,1,33,0,83
0,53,1,27,5,53
1,38,1,5,4,38
0,81,2,17,2,81
1,47,1,13,1,47
1,23,1,23,0,14
0,74,3,3,7,74
1,34,0,24,2,34
1,35,0,27,2,35
0,74,1,35,0,74
0,62,2,17,15,62
0,62,2,17,15,62
4,115,4,1,11,115
1,50,1,50,0,14
0,56,1,9,3,56
1,24,0,24,0,11
0,59,2,20,8,59
1,30,0,25,2,30
1,45,1,27,0,45
1,45,1,27,0,45
1,45,1,27,0,45
0,52,1,35,2,52
1,46,0,29,0,46
0,53,1,27,0,53
0,53,1,27,0,53
1,23,0,23,0,9
1,23,0,23,0,9
1,37,0,30,1,37
0,61,1,16,0,61
0,61,1,16,0,61
0,54,1,27,0,54
0,56,1,6,14,56
0,52,1,7,13,52
0,72,2,9,13,72
1,24,0,24,2,19
0,71,1,71,2,33
0,71,1,71,2,33
1,37,1,37,0,29
1,40,1,40,1,38
1,34,0,34,1,28
1,36,1,36,0,20
1,34,0,34,1,27
1,26,0,13,0,26
0,56,1,56,1,50
1,37,1,22,7,37
1,37,1,22,7,37
0,70,1,35,5,70
3,215,13,3,13,215
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
1,39,1,15,2,39
4,149,3,4,7,149
1,40,1,27,3,40
1,29,0,24,3,29
0,67,2,17,17,67
0,64,2,17,6,64
0,76,2,19,11,76
0,76,2,19,11,76
4,141,1,16,7,141
4,101,3,5,8,101
0,79,2,7,6,79
1,32,1,32,3,15
0,71,2,36,5,71
0,52,1,22,1,52
0,63,2,27,13,63
1,32,1,32,4,23
3,201,5,201,4,159
0,89,2,17,19,89
0,89,2,17,19,89
0,89,2,17,19,89
0,89,2,17,19,89
0,67,1,27,4,67
0,54,2,27,10,54
0,62,1,47,2,62
1,25,0,25,0,20
1,23,1,23,0,23
1,23,1,23,0,23
1,23,1,23,0,23
0,51,1,27,9,51
0,61,1,16,13,61
0,51,1,26,2,51
2,164,3,147,1,164
2,163,3,160,1,163
0,59,1,25,2,59
1,29,1,29,0,20
1,29,1,28,2,29
1,29,1,28,2,29
1,12,0,8,0,12
1,12,0,8,0,12
1,35,0,16,0,35
1,32,1,32,2,29
1,34,1,34,2,30
4,101,0,33,0,101
1,30,0,17,0,30
0,65,2,0,5,65
1,46,0,31,0,46
1,29,1,29,0,23
0,69,0,39,0,69
0,82,2,9,30,82
0,92,3,12,2,92
0,75,1,18,0,75
1,40,1,32,2,40
1,37,1,33,3,37
1,37,1,33,3,37
0,75,2,4,8,75
0,54,1,40,2,54
1,36,1,36,4,36
1,36,1,36,4,36
0,65,0,33,0,65
1,49,1,30,1,49
1,49,1,30,1,49
1,41,1,41,2,23
1,37,1,28,3,37
0,90,5,17,2,90
0,72,1,26,2,72
1,13,0,12,0,13
1,36,1,16,10,36
1,34,0,19,1,34
1,16,1,3,0,16
1,35,1,35,1,17
0,57,1,38,1,57
0,62,1,37,2,62
0,56,1,43,5,56
1,42,1,32,8,42
1,40,1,33,0,40
0,77,1,31,0,77
1,31,0,30,1,31
0,54,1,29,9,54
3,217,12,14,14,217
2,169,1,169,3,156
1,47,1,47,1,22
1,42,1,30,9,42
1,42,1,30,9,42
1,24,0,24,0,11
1,39,1,39,2,39
0,61,0,31,1,61
0,77,1,23,0,77
1,42,1,42,3,21
2,165,1,45,0,165
1,47,1,30,4,47
1,27,0,27,1,25
0,73,1,23,1,73
1,40,0,40,0,24
1,42,1,31,3,42
3,201,5,201,4,154
0,55,1,18,6,55
1,29,1,16,2,29
1,30,0,17,0,30
0,54,1,32,5,54
1,49,1,49,2,38
1,35,1,23,2,35
1,30,1,30,0,21
0,92,2,16,5,92
4,120,0,30,0,120
1,50,1,30,7,50
1,50,1,23,3,50
1,42,1,32,8,42
1,41,1,34,1,41
0,56,1,17,0,56
1,38,1,38,2,26
1,35,1,5,2,35
1,45,1,32,3,45
1,43,0,17,0,43
1,37,1,37,0,27
0,61,1,57,2,61
1,45,1,45,1,32
0,88,3,12,26,88
1,18,0,18,0,17
1,40,1,40,0,36
2,165,1,29,0,165
1,43,1,29,0,43
1,36,1,36,0,34
0,56,2,35,1,56
1,33,0,33,0,13
0,61,1,41,0,61
0,57,1,36,2,57
0,56,1,29,2,56
0,70,2,27,6,70
0,70,2,27,6,70
1,29,1,29,4,25
1,29,1,29,4,25
2,176,1,36,0,176
0,66,2,23,0,66
1,49,1,49,2,25
1,25,1,25,1,24
2,176,3,176,1,154
1,22,0,22,0,17
1,48,1,31,7,48
0,67,1,29,1,67
0,71,4,41,4,71
0,55,2,15,20,55
1,23,0,21,0,23
1,23,0,21,0,23
0,57,1,39,3,57
0,51,1,13,1,51
1,42,2,1,2,42
1,28,1,28,1,14
0,64,1,19,5,64
0,64,1,19,5,64
0,64,1,19,5,64
0,64,1,19,5,64
0,64,1,19,5,64
1,35,2,35,6,35
1,14,1,12,0,14
0,76,2,20,6,76
0,67,1,39,2,67
1,38,1,32,3,38
0,51,2,28,1,51
4,136,3,136,3,104
0,71,0,24,0,71
0,62,1,23,0,62
1,41,1,41,2,34
4,119,2,119,0,76
1,40,1,40,0,10
1,40,1,40,0,32
2,154,1,37,0,154
2,154,1,37,0,154
1,18,0,14,0,18
1,18,0,14,0,18
1,40,0,17,1,40
1,33,1,33,0,28
1,37,0,31,2,37
0,66,2,9,6,66
1,32,1,26,2,32
0,80,2,12,13,80
0,56,2,24,15,56
1,43,1,24,7,43
1,48,0,30,3,48
1,42,0,15,14,42
2,170,2,83,0,170
0,86,1,71,3,86
0,60,1,7,11,60
4,103,4,22,2,103
0,56,0,22,0,56
1,43,0,23,0,43
1,28,1,28,4,25
1,28,1,28,4,25
1,40,1,26,3,40
4,148,3,15,7,148
0,54,2,16,19,54
0,54,2,16,19,54
1,50,1,20,11,50
1,36,0,36,0,34
1,29,1,29,2,26
1,33,1,30,3,33
2,156,3,11,14,156
1,36,0,34,1,36
1,40,1,29,3,40
0,57,2,31,12,57
0,57,2,31,12,57
1,46,0,29,0,46
1,44,1,44,0,34
1,50,1,31,0,50
0,51,1,35,2,51
0,82,3,11,29,82
0,55,1,49,1,55
0,72,3,2,13,72
0,63,1,28,4,63
0,63,1,28,4,63
1,27,1,27,2,18
1,38,1,33,1,38
1,38,1,33,1,38
1,46,1,20,7,46
1,47,1,28,0,47
1,36,1,36,3,16
2,155,2,44,6,155
2,155,2,44,6,155
2,150,2,14,4,150
0,68,1,46,0,68
1,47,0,25,0,47
0,63,1,36,2,63
1,43,2,40,6,43
1,43,2,40,6,43
0,70,2,25,0,70
1,38,1,38,0,38
1,30,1,27,1,30
0,69,1,16,8,69
1,25,0,13,1,25
0,53,2,33,10,53
0,53,2,33,10,53
0,53,2,33,10,53
1,12,0,9,1,12
0,61,1,3,4,61
1,48,1,30,0,48
1,31,1,31,5,25
0,57,1,44,0,57
1,35,1,35,3,19
1,39,1,31,5,39
0,54,1,33,3,54
1,35,1,32,1,35
0,60,1,23,8,60
1,47,1,47,1,39
0,61,1,27,0,61
1,24,1,21,2,24
1,41,1,41,0,31
0,57,1,35,1,57
0,72,1,72,0,57
0,56,1,42,0,56
2,191,7,46,20,191
0,75,1,39,0,75
0,53,1,40,4,53
1,48,1,46,1,48
0,97,2,97,2,41
1,42,1,37,2,42
1,50,1,50,2,50
1,44,1,44,0,14
0,72,1,45,0,72
1,38,1,37,1,38
0,66,1,37,0,66
0,62,1,25,9,62
1,48,1,48,2,38
1,26,0,25,0,26
1,31,1,25,0,31
1,28,1,28,1,24
0,93,2,29,1,93
2,150,3,25,6,150
2,150,3,25,6,150
0,86,2,43,1,86
0,54,1,46,2,54
0,54,1,46,2,54
1,41,1,41,1,32
0,67,1,32,0,67
4,113,3,14,1,113
0,51,1,47,0,51
1,41,1,41,2,34
1,39,1,9,1,39
0,68,1,40,0,68
2,191,3,36,7,191
1,31,0,28,0,31
0,55,1,25,5,55
1,22,0,22,0,19
0,55,1,26,1,55
0,54,1,41,1,54
1,44,1,44,0,29
0,69,1,52,0,69
0,82,1,71,0,82
0,69,1,50,0,69
0,68,1,68,0,54
1,21,0,20,0,21
2,165,5,10,43,165
4,109,3,21,24,109
1,37,1,37,1,30
0,59,1,59,0,59
0,57,1,48,4,57
0,75,1,21,6,75
0,87,1,63,0,87
4,108,2,23,4,108
1,40,1,40,1,29
1,40,1,40,1,29
0,85,1,18,0,85
0,70,2,18,15,70
0,51,1,38,1,51
1,49,1,49,2,45
1,36,1,36,3,21
0,69,1,36,3,69
0,51,1,14,8,51
1,36,1,36,1,19
0,60,1,25,2,60
0,66,1,30,5,66
0,56,0,27,0,56
0,56,0,27,0,56
0,95,1,35,2,95
4,107,3,18,1,107
1,35,0,35,1,28
4,101,3,2,29,101
1,32,0,32,1,28
1,42,1,32,8,42
0,69,1,38,3,69
1,37,0,29,2,37
1,35,1,33,2,35
1,28,0,28,1,28
1,34,1,34,2,28
2,155,1,42,0,155
0,60,1,45,4,60
1,29,0,22,0,29
1,25,0,22,0,25
3,235,3,158,1,235
1,45,1,40,0,45
4,125,2,11,8,125
0,64,1,38,1,64
2,157,1,37,0,157
1,28,0,28,1,26
1,44,1,44,2,30
0,56,1,35,3,56
3,205,41,9,25,205
0,79,1,27,3,79
1,31,1,28,2,31
1,40,0,26,0,40
1,40,1,40,0,13
1,20,0,20,0,10
1,50,1,33,1,50
0,65,2,31,8,65
0,65,2,31,8,65
0,65,2,31,8,65
1,38,1,38,1,23
1,41,1,22,0,41
4,124,4,7,34,124
4,140,1,49,0,140
1,36,1,30,8,36
1,48,1,10,2,48
0,61,2,22,19,61
0,61,2,22,19,61
0,61,2,22,19,61
1,48,2,12,0,48
0,51,1,24,4,51
0,58,1,10,9,58
0,68,1,40,0,68
1,44,1,24,4,44
1,44,1,24,4,44
4,100,1,32,2,100
1,34,1,34,0,21
0,55,2,28,8,55
1,47,1,24,4,47
1,37,1,11,9,37
1,40,1,29,4,40
1,46,1,30,2,46
1,45,1,24,4,45
0,85,1,40,2,85
1,25,1,25,3,18
1,33,0,33,0,33
0,56,1,20,6,56
1,43,1,43,3,25
1,35,0,34,0,35
0,68,2,16,19,68
0,62,1,30,0,62
0,62,1,30,0,62
1,26,1,26,1,23
1,35,0,14,2,35
1,38,1,38,2,19
0,84,1,28,6,84
0,84,1,28,6,84
0,94,1,36,5,94
0,58,1,36,2,58
0,54,1,28,2,54
4,101,2,30,8,101
3,208,1,47,0,208
4,117,3,117,3,101
4,117,3,117,3,101
1,39,1,34,0,39
3,269,3,13,16,269
1,43,0,25,0,43
1,38,1,29,9,38
1,44,1,11,2,44
4,146,4,4,18,146
1,50,0,30,3,50
1,17,1,17,0,14
1,20,0,20,0,16
3,211,1,22,1,211
1,40,1,40,2,34
0,64,2,6,0,64
0,52,1,32,5,52
1,47,1,21,1,47
1,18,0,18,1,15
0,75,1,35,4,75
1,45,1,36,3,45
1,36,1,25,2,36
0,73,2,10,14,73
2,186,1,81,1,186
4,100,2,100,1,90
1,45,1,18,8,45
0,96,2,78,1,96
2,173,4,173,3,150
1,50,1,15,7,50
1,31,1,27,2,31
0,69,2,20,6,69
0,66,2,1,5,66
1,29,0,29,0,28
0,53,1,31,4,53
1,45,1,22,0,45
0,66,1,40,2,66
1,22,1,22,0,21
0,75,1,29,0,75
1,23,0,16,1,23
0,78,1,34,1,78
1,31,0,31,1,31
1,28,0,28,2,21
0,55,1,43,2,55
4,125,2,61,0,125
0,61,1,36,3,61
4,148,2,22,1,148
0,66,1,35,3,66
0,51,1,35,3,51
4,139,2,54,0,139
4,139,2,54,0,139
1,37,1,28,4,37
0,87,3,69,5,87
0,95,2,64,5,95
4,132,4,6,11,132
4,132,4,6,11,132
0,59,1,42,0,59
0,86,2,55,5,86
1,41,1,41,0,39
1,32,0,27,2,32
1,32,0,27,2,32
1,32,0,27,2,32
1,32,0,27,2,32
1,34,1,34,2,25
1,18,0,18,0,13
1,30,1,30,0,25
1,35,0,35,1,27
1,34,0,18,1,34
1,22,0,14,2,22
1,22,0,14,2,22
0,51,1,20,7,51
0,51,1,20,7,51
0,51,1,20,7,51
0,51,1,20,7,51
0,51,1,20,7,51
1,30,1,30,0,11
1,36,1,25,3,36
0,52,1,46,3,52
0,52,1,46,3,52
0,52,1,46,3,52
0,52,1,46,3,52
0,52,1,46,3,52
0,52,1,46,3,52
0,52,1,46,3,52
1,45,1,11,3,45
1,45,1,11,3,45
1,50,1,17,4,50
0,65,1,65,0,41
1,48,1,42,0,48
1,40,1,40,2,36
0,57,1,17,4,57
1,37,0,37,0,16
1,50,0,21,0,50
0,51,1,5,4,51
0,61,1,36,2,61
1,24,1,24,0,19
1,40,1,35,0,40
2,178,2,114,0,178
1,47,1,47,1,45
1,34,1,34,0,28
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
1,45,1,45,2,31
0,52,1,29,1,52
0,97,2,67,1,97
0,51,0,32,1,51
0,53,1,21,10,53
1,33,0,17,0,33
1,41,1,41,0,31
1,50,1,32,1,50
1,40,1,40,0,25
0,54,1,43,0,54
0,58,0,26,0,58
1,34,1,34,0,17
0,53,1,41,0,53
0,54,1,18,0,54
0,62,1,38,1,62
1,32,1,24,2,32
0,70,2,15,23,70
0,54,1,6,4,54
1,22,0,18,1,22
1,22,0,18,1,22
1,22,0,18,1,22
1,35,1,27,3,35
1,35,1,27,3,35
1,35,1,27,3,35
1,26,1,8,0,26
0,61,2,25,8,61
1,42,1,42,1,21
1,39,1,31,3,39
1,21,0,18,0,21
1,32,1,32,2,31
1,41,1,41,1,23
1,37,1,27,3,37
1,46,1,46,1,38
1,43,1,37,0,43
0,67,1,46,5,67
1,25,0,25,0,21
1,39,1,39,1,19
1,40,1,37,0,40
1,48,1,32,1,48
0,56,1,20,4,56
0,71,1,28,9,71
4,134,1,41,0,134
0,89,1,9,14,89
1,38,1,38,1,26
1,38,1,38,1,26
1,47,1,45,1,47
0,51,2,16,8,51
0,94,1,39,2,94
2,179,3,97,3,179
4,110,1,45,0,110
5,365,2,110,1,307
1,22,0,5,1,22
1,39,1,21,5,39
1,47,1,34,4,47
1,36,0,36,1,27
1,48,1,27,0,48
0,52,1,43,0,52
0,59,1,52,3,59
0,62,0,33,0,62
0,59,2,4,5,59
0,70,1,45,4,70
0,70,1,45,4,70
1,47,1,42,4,47
0,62,0,25,0,62
1,42,1,37,0,42
0,73,3,33,1,73
1,50,1,44,0,50
1,50,1,32,0,50
1,33,1,27,1,33
1,33,1,28,2,33
1,33,1,28,2,33
1,32,1,32,2,26
1,38,0,38,0,17
1,35,1,35,1,25
1,37,1,37,0,24
0,59,1,51,3,59
0,54,1,39,0,54
0,61,1,33,1,61
0,57,1,26,8,57
1,33,1,33,0,27
1,33,0,33,1,24
1,35,1,31,1,35
0,92,2,92,2,77
1,34,1,34,2,26
4,128,4,4,32,128
1,47,1,47,2,34
1,47,1,47,2,34
1,47,1,47,2,34
1,40,1,32,8,40
1,33,1,31,1,33
1,31,1,31,2,27
1,37,1,29,4,37
0,89,2,85,3,89
1,12,0,10,0,12
1,35,1,15,0,35
1,35,1,15,0,35
1,39,1,39,0,25
1,25,0,25,0,20
1,31,1,31,3,29
4,108,0,30,0,108
1,30,1,20,0,30
1,33,1,33,2,27
1,27,0,27,0,20
1,30,1,30,3,29
0,56,1,20,6,56
0,86,3,86,2,81
1,39,1,6,2,39
0,59,2,27,12,59
0,59,2,27,12,59
0,59,2,27,12,59
0,67,1,32,4,67
1,11,1,11,0,11
2,186,6,84,15,186
1,38,1,29,0,38
0,63,1,29,1,63
1,14,0,11,1,14
0,69,1,38,5,69
2,160,3,134,1,160
2,160,3,134,1,160
0,82,1,45,2,82
1,38,1,38,1,32
1,17,0,14,7,17
0,66,1,38,0,66
1,50,1,15,0,50
0,59,1,4,4,59
0,88,1,45,0,88
0,65,2,21,16,65
0,65,2,21,16,65
0,57,1,25,8,57
1,32,1,32,1,13
0,61,1,33,1,61
0,90,2,22,12,90
1,36,1,31,2,36
1,44,0,23,0,44
1,25,1,15,1,25
1,42,1,42,0,37
1,32,1,8,1,32
0,66,2,23,11,66
0,61,1,47,1,61
0,58,1,19,11,58
1,38,1,37,1,38
1,39,1,39,0,26
1,50,1,19,11,50
1,50,1,19,11,50
1,50,1,19,11,50
1,38,0,32,2,38
1,43,1,43,3,31
1,47,1,31,7,47
1,48,1,24,8,48
1,48,1,24,8,48
1,48,1,24,8,48
0,73,1,36,2,73
0,63,1,22,2,63
0,63,1,22,2,63
1,49,2,49,0,41
1,32,1,32,2,32
1,35,0,11,1,35
1,35,0,11,1,35
1,44,1,17,0,44
0,54,0,23,0,54
1,44,1,9,5,44
1,41,1,30,0,41
2,171,3,157,0,171
1,28,1,21,0,28
1,33,1,33,3,16
0,52,1,46,0,52
4,125,1,32,1,125
1,31,1,31,0,19
1,34,1,34,0,15
1,46,1,20,4,46
1,46,1,20,4,46
1,33,1,33,4,26
0,97,3,21,11,97
1,27,0,22,0,27
0,65,1,40,4,65
0,74,2,13,16,74
1,36,1,18,0,36
1,42,1,18,1,42
0,52,4,10,1,52
0,55,2,15,2,55
0,55,2,24,13,55
0,55,2,24,13,55
0,55,1,26,2,55
0,78,1,14,0,78
0,61,1,24,7,61
0,61,1,16,4,61
0,57,1,18,3,57
0,64,1,27,3,64
0,51,1,26,3,51
1,30,0,30,4,26
1,45,1,38,2,45
0,67,1,18,3,67
0,67,1,18,3,67
0,84,2,16,16,84
0,82,3,1,6,82
0,60,1,43,2,60
1,43,1,32,5,43
1,30,1,30,6,27
0,86,2,18,18,86
0,86,2,18,18,86
0,86,2,18,18,86
0,70,2,20,17,70
1,48,1,19,1,48
1,44,1,33,0,44
0,71,3,8,16,71
0,71,3,8,16,71
0,71,3,8,16,71
0,71,3,8,16,71
0,71,3,8,16,71
0,71,3,8,16,71
1,43,1,29,1,43
0,55,1,43,1,55
0,51,2,26,12,51
0,51,2,26,12,51
1,50,1,27,4,50
1,38,0,16,3,38
0,95,1,31,1,95
1,28,1,27,5,28
0,58,1,25,1,58
1,50,0,23,0,50
1,34,1,27,2,34
0,77,2,12,19,77
0,59,2,35,6,59
0,77,2,9,25,77
0,61,1,43,0,61
0,59,1,22,5,59
0,66,1,35,2,66
1,33,1,33,2,17
0,51,1,20,8,51
1,41,1,8,1,41
1,46,1,27,0,46
4,130,3,34,11,130
0,86,2,84,1,86
1,25,0,7,0,25
0,58,1,25,5,58
0,69,2,32,13,69
1,30,1,27,1,30
1,37,1,37,0,23
1,33,1,18,0,33
0,55,1,29,6,55
0,55,1,29,6,55
0,55,1,29,6,55
0,55,1,29,6,55
0,55,1,29,6,55
1,22,1,22,0,19
0,74,2,24,3,74
0,74,1,34,1,74
1,41,1,41,0,17
1,31,1,28,2,31
1,38,1,26,3,38
0,51,1,37,2,51
0,51,1,37,2,51
1,24,1,24,4,23
0,64,2,13,17,64
1,49,1,12,11,49
1,49,1,12,11,49
0,96,3,7,12,96
1,41,1,32,6,41
1,31,0,28,2,31
1,30,1,30,2,22
0,82,1,9,2,82
4,116,3,8,28,116
1,39,1,39,1,34
1,30,1,30,0,27
1,30,1,30,0,27
1,30,1,30,0,27
1,30,1,30,0,27
1,30,1,30,0,27
0,51,1,28,6,51
4,115,3,57,2,115
0,58,1,28,0,58
1,47,1,26,2,47
0,68,1,30,4,68
0,67,1,33,2,67
0,53,1,25,1,53
0,53,1,25,1,53
0,95,3,7,10,95
0,95,3,7,10,95
2,157,1,34,0,157
1,42,1,42,0,29
2,184,9,31,3,184
1,42,1,15,4,42
1,38,0,23,0,38
0,59,1,14,5,59
0,78,1,36,3,78
1,35,1,35,0,32
2,154,2,32,2,154
1,29,0,27,1,29
1,29,0,27,1,29
1,29,0,27,1,29
1,49,1,49,0,47
1,35,0,21,1,35
1,36,0,28,2,36
2,154,0,39,0,154
0,61,1,26,2,61
0,51,1,41,0,51
1,31,1,29,3,31
0,62,0,42,0,62
0,62,0,42,0,62
4,117,2,117,0,98
0,68,1,51,0,68
0,85,2,8,9,85
1,30,0,14,0,30
1,50,1,24,3,50
0,56,2,44,3,56
1,35,1,27,3,35
0,51,2,40,0,51
1,27,1,27,0,10
1,27,1,27,0,10
0,60,1,17,0,60
0,60,1,17,0,60
1,39,1,39,1,18
1,30,1,28,2,30
1,46,1,41,0,46
1,36,0,36,1,28
0,58,1,27,9,58
